SDR ID,Site,CP ID,Connector Type,Consum(kWh),Duration,Start,End,Postcode
2384572,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,8.538,00:15:11,22/09/2021 18:11,22/09/2021 18:26,DD2 3BH
2384601,"Princes Street Charging Hub, Dundee",51421,rapid,5.113,00:44:12,22/09/2021 18:17,22/09/2021 19:01,DD4 6BY
2384658,Michelin Scotland Innovation Park ,53982,ac,22.46,13:38:29,22/09/2021 19:28,23/09/2021 09:06,DD4 8UQ
2384703,"Queen Street Charging Hub, Dundee",51592,rapid,3.22,00:05:54,22/09/2021 18:36,22/09/2021 18:42,DD5 2HD
2384747,"Gellatly Street Car Park, Dundee",APT51356,ac,5.24,01:29:16,22/09/2021 18:42,22/09/2021 20:11,DD1 3DY
2384765,"Princes Street Charging Hub, Dundee",APT51422,rapid,12.09,00:30:45,22/09/2021 19:45,22/09/2021 20:16,DD4 6BY
2384776,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,13.1,00:24:58,22/09/2021 19:47,22/09/2021 20:12,DD2 3BH
2384793,"Princes Street Charging Hub, Dundee",APT51423,rapid,4.19,00:10:13,22/09/2021 18:50,22/09/2021 19:00,DD4 6BY
2384796,"Princes Street Charging Hub, Dundee",51428,ac,11.35,02:23:07,22/09/2021 19:52,22/09/2021 22:15,DD4 6BY
2384806,"Queen Street Charging Hub, Dundee",APT51594,rapid,19.09,00:24:17,22/09/2021 19:53,22/09/2021 20:17,DD5 2HD
2384807,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,22.515,00:41:31,22/09/2021 18:53,22/09/2021 19:35,DD2 3BH
2384849,"Princes Street Charging Hub, Dundee",51428,ac,,,21/09/2021 17:02,21/09/2021 17:02,DD4 6BY
2384877,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,4.309,00:06:40,22/09/2021 19:07,22/09/2021 19:14,DD2 3BH
2384897,Alexander Street - Dundee,APT51454,ac,16.2,11:02:10,22/09/2021 19:10,23/09/2021 06:12,DD1 2AE
2384917,"Dundee Ice Arena, Dundee",50692,rapid,4.79,00:38:52,22/09/2021 20:13,22/09/2021 20:52,DD2 3QN
2384942,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,20.38,00:33:00,22/09/2021 20:15,22/09/2021 20:48,DD2 3BH
2384956,"Olympia Multi-Storey Car Park, Dundee",50677,ac,49.41,12:25:41,22/09/2021 20:17,23/09/2021 08:43,DD1 3JU
2385004,"Lochee Charging Hub, Aimer Square, Dundee",APT51547,rapid,25.02,00:47:30,22/09/2021 20:22,22/09/2021 21:10,DD2 3BH
2385021,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,14.911,01:21:55,22/09/2021 19:26,22/09/2021 20:48,DD2 3BH
2385052,"Queen Street Charging Hub, Dundee",APT51591,rapid,7.431,00:14:24,22/09/2021 19:32,22/09/2021 19:46,DD5 2HD
2385069,"Dundee Ice Arena, Dundee",50692,rapid,20,00:38:00,22/09/2021 19:35,22/09/2021 20:13,DD2 3QN
2385109,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,2.76,00:05:16,21/09/2021 18:35,21/09/2021 18:41,DD2 3BH
2385121,"Queen Street Charging Hub, Dundee",APT51591,rapid,8.157,00:29:12,22/09/2021 19:48,22/09/2021 20:17,DD5 2HD
2385144,"Queen Street Charging Hub, Dundee",51595,rapid,12.88,00:48:42,22/09/2021 20:53,22/09/2021 21:41,DD5 2HD
2385195,"Princes Street Charging Hub, Dundee",APT51422,rapid,19.46,00:29:49,22/09/2021 21:07,22/09/2021 21:36,DD4 6BY
2385225,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,19.75,00:36:11,22/09/2021 21:15,22/09/2021 21:51,DD2 3BH
2385227,"Princes Street Charging Hub, Dundee",51421,rapid,25.96,01:00:23,22/09/2021 21:15,22/09/2021 22:15,DD4 6BY
2385235,"Princes Street Charging Hub, Dundee",APT51423,rapid,17.24,00:42:48,21/09/2021 18:58,21/09/2021 19:40,DD4 6BY
2385244,"Princes Street Charging Hub, Dundee",APT51423,rapid,29.797,00:38:59,22/09/2021 20:19,22/09/2021 20:58,DD4 6BY
2385258,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,10.61,00:21:35,22/09/2021 21:25,22/09/2021 21:47,DD2 3BH
2385276,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,14.641,00:24:30,22/09/2021 20:30,22/09/2021 20:54,DD2 3BH
2385315,"Queen Street Charging Hub, Dundee",APT51594,rapid,54.72,01:07:21,22/09/2021 21:39,22/09/2021 22:47,DD5 2HD
2385316,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,7.101,,22/09/2021 20:40,22/09/2021 20:40,DD2 3BH
2385351,"Queen Street Charging Hub, Dundee",APT51596,rapid,29.1,01:00:22,22/09/2021 21:49,22/09/2021 22:49,DD5 2HD
2385353,"Princes Street Charging Hub, Dundee",APT51425,rapid,6.17,00:26:43,22/09/2021 21:49,22/09/2021 22:16,DD4 6BY
2385363,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,4.212,00:05:44,22/09/2021 20:54,22/09/2021 21:00,DD2 3BH
2385383,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,10.793,00:18:06,22/09/2021 21:04,22/09/2021 21:22,DD2 3BH
2385394,"Princes Street Charging Hub, Dundee",APT51423,rapid,14.07,00:35:24,22/09/2021 21:11,22/09/2021 21:46,DD4 6BY
2385405,"Princes Street Charging Hub, Dundee",APT51422,rapid,20.577,00:39:23,22/09/2021 21:15,22/09/2021 21:54,DD4 6BY
2385413,"Princes Street Charging Hub, Dundee",51421,rapid,10.58,00:28:58,22/09/2021 22:17,22/09/2021 22:46,DD4 6BY
2385434,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,7.134,00:09:34,22/09/2021 21:23,22/09/2021 21:32,DD2 3BH
2385486,"Princes Street Charging Hub, Dundee",51428,ac,13.53,10:13:42,22/09/2021 22:47,23/09/2021 09:01,DD4 6BY
2385506,"Princes Street Charging Hub, Dundee",51426,rapid,3.3,00:04:43,22/09/2021 22:59,22/09/2021 23:04,DD4 6BY
2385566,"Princes Street Charging Hub, Dundee",51421,rapid,17.47,00:37:57,22/09/2021 23:26,23/09/2021 00:04,DD4 6BY
2385637,"Princes Street Charging Hub, Dundee",51421,rapid,13.658,00:24:09,22/09/2021 23:32,22/09/2021 23:56,DD4 6BY
2385687,"Princes Street Charging Hub, Dundee",51421,rapid,3.069,00:05:12,23/09/2021 00:42,23/09/2021 00:47,DD4 6BY
2385691,"Princes Street Charging Hub, Dundee",APT51423,rapid,12.048,00:31:24,23/09/2021 00:47,23/09/2021 01:19,DD4 6BY
2385699,"Queen Street Charging Hub, Dundee",APT51596,rapid,21.75,00:57:24,23/09/2021 01:51,23/09/2021 02:48,DD5 2HD
2385702,"Queen Street Charging Hub, Dundee",APT51591,rapid,10.351,00:16:26,23/09/2021 01:01,23/09/2021 01:17,DD5 2HD
2385710,"Dawson Park, Broughty Ferry",52665,ac,18.13,03:00:03,23/09/2021 02:18,23/09/2021 05:18,DD5 1PG
2385739,"Princes Street Charging Hub, Dundee",APT51423,rapid,14.948,00:31:24,23/09/2021 02:09,23/09/2021 02:40,DD4 6BY
2385741,"Princes Street Charging Hub, Dundee",APT51422,rapid,23.36,00:42:53,23/09/2021 03:11,23/09/2021 03:54,DD4 6BY
2385745,"Princes Street Charging Hub, Dundee",51421,rapid,47.021,01:19:48,23/09/2021 02:18,23/09/2021 03:38,DD4 6BY
2385746,"Princes Street Charging Hub, Dundee",APT51425,rapid,13.95,,23/09/2021 03:21,23/09/2021 03:21,DD4 6BY
2385766,"Housing Office East, Midmill Road, Dundee",50269,ac,8.29,05:18:27,23/09/2021 04:52,23/09/2021 10:10,DD4 8ES
2385767,"Queen Street Charging Hub, Dundee",51599,ac,23.63,12:08:13,23/09/2021 04:56,23/09/2021 17:05,DD5 2HD
2385769,"Queen Street Charging Hub, Dundee",APT51596,rapid,9.81,00:25:21,23/09/2021 05:03,23/09/2021 05:28,DD5 2HD
2385785,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,18.24,00:43:03,23/09/2021 05:46,23/09/2021 06:29,DD2 3BH
2385860,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,5.37,00:18:10,23/09/2021 07:06,23/09/2021 07:24,DD2 3BH
2385907,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,5.03,00:29:26,23/09/2021 06:37,23/09/2021 07:07,DD2 3BH
2385960,"Olympia Multi-Storey Car Park, Dundee",50675,ac,29.85,08:09:28,23/09/2021 07:59,23/09/2021 16:08,DD1 3JU
2385969,"Princes Street Charging Hub, Dundee",APT51423,rapid,17.18,00:36:32,21/09/2021 21:08,21/09/2021 21:44,DD4 6BY
2386051,"Dundee Ice Arena, Dundee",50692,rapid,0.847,00:13:42,23/09/2021 07:25,23/09/2021 07:39,DD2 3QN
2386099,"Olympia Multi-Storey Car Park, Dundee",53753,ac,37.7,13:27:24,23/09/2021 07:36,23/09/2021 21:03,DD1 3JU
2386127,"Olympia Multi-Storey Car Park, Dundee",50675,ac,33.68,10:09:24,23/09/2021 07:41,23/09/2021 17:51,DD1 3JU
2386149,"Princes Street Charging Hub, Dundee",51421,rapid,29.209,01:00:23,21/09/2021 20:45,21/09/2021 21:46,DD4 6BY
2386235,"Princes Street Charging Hub, Dundee",APT51422,rapid,20.667,00:34:25,21/09/2021 21:05,21/09/2021 21:40,DD4 6BY
2386269,"Queen Street Charging Hub, Dundee",APT51596,rapid,32.29,00:50:14,23/09/2021 09:08,23/09/2021 09:59,DD5 2HD
2386272,"Greenmarket Multi Storey Car Park, Dundee",APTCYCPIP-0039-13,ac,12.04,09:22:18,23/09/2021 08:10,23/09/2021 17:32,DD1 4BX
2386311,"Dundee Ice Arena, Dundee",50692,rapid,12,00:16:51,23/09/2021 09:17,23/09/2021 09:34,DD2 3QN
2386344,"Princes Street Charging Hub, Dundee",51421,rapid,14.33,00:22:33,23/09/2021 09:22,23/09/2021 09:44,DD4 6BY
2386347,"Queen Street Charging Hub, Dundee",APT51594,rapid,21.608,03:08:48,23/09/2021 08:23,23/09/2021 11:31,DD5 2HD
2386363,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,2.816,00:12:25,23/09/2021 08:24,23/09/2021 08:37,DD2 3BH
2386460,"Gellatly Street Car Park, Dundee",APT51088,ac,3.99,00:40:49,23/09/2021 09:38,23/09/2021 10:19,DD1 3DY
2386463,"Queen Street Charging Hub, Dundee",APT51594,rapid,35.02,00:42:38,23/09/2021 09:38,23/09/2021 10:20,DD5 2HD
2386502,"Gellatly Street Car Park, Dundee",APT51356,ac,23.69,10:14:38,23/09/2021 09:42,23/09/2021 19:57,DD1 3DY
2386538,"Gellatly Street Car Park, Dundee",APT51356,ac,7.34,08:26:38,23/09/2021 09:48,23/09/2021 18:15,DD1 3DY
2386539,"Lochee Charging Hub, Aimer Square, Dundee",APT51547,rapid,11.39,00:29:11,23/09/2021 10:48,23/09/2021 11:17,DD2 3BH
2386585,"Queen Street Charging Hub, Dundee",APT51597,ac,30.9,03:16:36,23/09/2021 09:54,23/09/2021 13:10,DD5 2HD
2386590,"Gellatly Street Car Park, Dundee",50240,ac,19.11,05:32:22,23/09/2021 09:54,23/09/2021 15:27,DD1 3DY
2386625,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,29.88,00:40:51,23/09/2021 09:59,23/09/2021 10:40,DD2 3BH
2386815,"Princes Street Charging Hub, Dundee",APT51425,rapid,25.4,01:00:23,23/09/2021 10:22,23/09/2021 11:22,DD4 6BY
2386822,"Queen Street Charging Hub, Dundee",51592,rapid,12.92,00:25:18,23/09/2021 10:23,23/09/2021 10:48,DD5 2HD
2386850,"Queen Street Charging Hub, Dundee",51598,ac,16.405,01:24:45,23/09/2021 09:27,23/09/2021 10:52,DD5 2HD
2386972,"Princes Street Charging Hub, Dundee",APT51422,rapid,18.15,00:22:43,23/09/2021 10:45,23/09/2021 11:08,DD4 6BY
2386999,"Princes Street Charging Hub, Dundee",APT51427,ac,1.98,00:45:56,22/09/2021 22:18,22/09/2021 23:04,DD4 6BY
2387007,"Princes Street Charging Hub, Dundee",51421,rapid,15.662,00:29:53,23/09/2021 09:51,23/09/2021 10:21,DD4 6BY
2387008,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,5.32,00:13:08,23/09/2021 10:52,23/09/2021 11:05,DD2 3BH
2387051,"Gellatly Street Car Park, Dundee",APT51088,ac,8.147,01:25:00,23/09/2021 10:01,23/09/2021 11:26,DD1 3DY
2387063,South Tay Street (Car Club / Public),52567,ac,0.05,00:00:47,23/09/2021 11:03,23/09/2021 11:04,DD1 1PF
2387083,South Tay Street (Car Club / Public),52567,ac,6.86,00:53:47,23/09/2021 11:05,23/09/2021 11:59,DD1 1PF
2387092,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,8.35,00:28:55,23/09/2021 11:06,23/09/2021 11:35,DD2 3BH
2387114,"Lochee Charging Hub, Aimer Square, Dundee",APT51547,rapid,18.431,,23/09/2021 10:10,23/09/2021 10:10,DD2 3BH
2387119,"Dundee Taybridge Rail Station, South Union Street, Dundee",APT50348,ac,4.224,00:38:11,23/09/2021 10:11,23/09/2021 10:49,
2387196,"Dawson Park, Broughty Ferry",52665,ac,2.5,00:23:06,23/09/2021 10:25,23/09/2021 10:48,DD5 1PG
2387317,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,9.586,,23/09/2021 10:37,23/09/2021 10:37,DD2 3BH
2387334,"Queen Street Charging Hub, Dundee",51592,rapid,3.79,00:37:32,23/09/2021 10:40,23/09/2021 11:18,DD5 2HD
2387346,Olympia Hub,53752,ac,4.61,00:42:30,23/09/2021 10:42,23/09/2021 11:25,DD1 3HE
2387347,"Olympia Multi-Storey Car Park, Dundee",50677,ac,5.58,01:25:17,23/09/2021 11:43,23/09/2021 13:08,DD1 3JU
2387392,"Queen Street Charging Hub, Dundee",APT51591,rapid,5.54,00:10:59,23/09/2021 11:50,23/09/2021 12:01,DD5 2HD
2387393,"Dawson Park, Broughty Ferry",52665,ac,0.01,00:00:21,23/09/2021 10:50,23/09/2021 10:50,DD5 1PG
2387400,"Queen Street Charging Hub, Dundee",APT51596,rapid,11.68,01:33:47,23/09/2021 11:51,23/09/2021 13:25,DD5 2HD
2387408,"Princes Street Charging Hub, Dundee",APT51422,rapid,19.798,00:29:46,23/09/2021 10:52,23/09/2021 11:22,DD4 6BY
2387490,"Dawson Park, Broughty Ferry",52665,ac,11.21,01:27:18,23/09/2021 12:05,23/09/2021 13:32,DD5 1PG
2387492,South Tay Street (Car Club / Public),52567,ac,21.939,02:44:48,23/09/2021 11:06,23/09/2021 13:50,DD1 1PF
2387522,"Princes Street Charging Hub, Dundee",APT51425,rapid,13.303,,23/09/2021 11:11,23/09/2021 11:11,DD4 6BY
2387563,"Dundee Ice Arena, Dundee",50692,rapid,10,00:29:29,23/09/2021 12:18,23/09/2021 12:48,DD2 3QN
2387605,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,19.504,00:41:23,23/09/2021 11:25,23/09/2021 12:06,DD2 3BH
2387612,"Princes Street Charging Hub, Dundee",51428,ac,13.13,02:00:12,23/09/2021 12:26,23/09/2021 14:26,DD4 6BY
2387618,"Queen Street Charging Hub, Dundee",51599,ac,20.11,01:00:46,23/09/2021 12:26,23/09/2021 13:27,DD5 2HD
2387623,"Princes Street Charging Hub, Dundee",51421,rapid,19.217,00:34:04,23/09/2021 11:27,23/09/2021 12:01,DD4 6BY
2387657,Craigowen Road,53318,ac,13.57,20:29:11,23/09/2021 12:29,24/09/2021 08:58,DD2 4NL
2387692,"Lochee Charging Hub, Aimer Square, Dundee",APT51547,rapid,10.13,00:22:36,23/09/2021 12:31,23/09/2021 12:53,DD2 3BH
2387693,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,3.99,00:41:35,23/09/2021 12:31,23/09/2021 13:12,DD2 3BH
2387722,"Princes Street Charging Hub, Dundee",APT51423,rapid,3.05,00:11:56,23/09/2021 12:35,23/09/2021 12:47,DD4 6BY
2387728,"Princes Street Charging Hub, Dundee",APT51422,rapid,5.28,00:21:33,23/09/2021 12:36,23/09/2021 12:58,DD4 6BY
2387738,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,20.084,00:47:27,23/09/2021 11:37,23/09/2021 12:24,DD2 3BH
2387834,"Princes Street Charging Hub, Dundee",APT51425,rapid,16.944,00:40:23,23/09/2021 11:52,23/09/2021 12:32,DD4 6BY
2387844,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,11.99,00:47:16,23/09/2021 12:54,23/09/2021 13:41,DD2 3BH
2387899,"Princes Street Charging Hub, Dundee",APT51427,ac,13.12,02:02:02,23/09/2021 12:43,23/09/2021 14:45,DD4 6BY
2387952,Douglas Community Library,50406,ac,6.63,02:28:47,23/09/2021 12:10,23/09/2021 14:38,DD4 8SD
2387996,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,4.09,00:15:44,23/09/2021 13:17,23/09/2021 13:33,DD2 3BH
2387998,"Princes Street Charging Hub, Dundee",51421,rapid,11.448,00:20:21,23/09/2021 12:17,23/09/2021 12:37,DD4 6BY
2388051,"Dundee Ice Arena, Dundee",50692,rapid,9,00:26:58,23/09/2021 12:26,23/09/2021 12:53,DD2 3QN
2388110,"Queen Street Charging Hub, Dundee",APT51594,rapid,14.26,08:17:30,23/09/2021 13:35,23/09/2021 21:52,DD5 2HD
2388156,"Princes Street Charging Hub, Dundee",51421,rapid,11.73,00:24:36,23/09/2021 13:41,23/09/2021 14:05,DD4 6BY
2388239,Craigowen Road,53318,ac,20.21,03:20:49,23/09/2021 13:54,23/09/2021 17:15,DD2 4NL
2388245,"Lochee Charging Hub, Aimer Square, Dundee",APT51547,rapid,23.318,00:39:47,23/09/2021 12:54,23/09/2021 13:34,DD2 3BH
2388251,"Queen Street Charging Hub, Dundee",51595,rapid,10.02,00:26:38,23/09/2021 13:55,23/09/2021 14:22,DD5 2HD
2388296,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,10.042,00:28:07,23/09/2021 13:03,23/09/2021 13:31,DD2 3BH
2388335,"Queen Street Charging Hub, Dundee",APT51594,rapid,29.53,00:49:45,23/09/2021 14:10,23/09/2021 15:00,DD5 2HD
2388372,"Princes Street Charging Hub, Dundee",51421,rapid,14.145,00:30:39,23/09/2021 13:14,23/09/2021 13:45,DD4 6BY
2388399,"Dundee Taybridge Rail Station, South Union Street, Dundee",APT50348,ac,10.236,00:56:57,23/09/2021 13:19,23/09/2021 14:16,
2388400,"Princes Street Charging Hub, Dundee",APT51422,rapid,6.571,00:13:43,23/09/2021 13:19,23/09/2021 13:32,DD4 6BY
2388408,"Princes Street Charging Hub, Dundee",APT51423,rapid,3.652,00:08:26,23/09/2021 13:20,23/09/2021 13:28,DD4 6BY
2388440,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,9.02,,23/09/2021 14:23,23/09/2021 14:23,DD2 3BH
2388442,"Queen Street Charging Hub, Dundee",APT51591,rapid,26.9,00:55:37,23/09/2021 14:24,23/09/2021 15:19,DD5 2HD
2388447,"Queen Street Charging Hub, Dundee",51592,rapid,16.03,00:43:24,23/09/2021 14:25,23/09/2021 15:08,DD5 2HD
2388473,"Queen Street Charging Hub, Dundee",APT51596,rapid,55.55,03:13:12,23/09/2021 14:30,23/09/2021 17:43,DD5 2HD
2388500,"Gellatly Street Car Park, Dundee",APT51088,ac,16.72,03:04:45,23/09/2021 14:34,23/09/2021 17:38,DD1 3DY
2388571,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,14.912,00:25:26,23/09/2021 13:44,23/09/2021 14:10,DD2 3BH
2388596,"Princes Street Charging Hub, Dundee",APT51423,rapid,9.37,00:12:29,23/09/2021 14:49,23/09/2021 15:01,DD4 6BY
2388610,"Princes Street Charging Hub, Dundee",51421,rapid,8.84,00:27:05,23/09/2021 14:50,23/09/2021 15:17,DD4 6BY
2388635,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,17.42,00:22:49,23/09/2021 14:54,23/09/2021 15:17,DD2 3BH
2388672,"Princes Street Charging Hub, Dundee",APT51422,rapid,5.25,00:09:51,23/09/2021 14:59,23/09/2021 15:09,DD4 6BY
2388684,"Queen Street Charging Hub, Dundee",51595,rapid,5.886,00:19:00,23/09/2021 14:01,23/09/2021 14:20,DD5 2HD
2388696,"Princes Street Charging Hub, Dundee",APT51425,rapid,13.5,00:31:35,23/09/2021 15:03,23/09/2021 15:34,DD4 6BY
2388698,"Princes Street Charging Hub, Dundee",APT51423,rapid,15.419,00:36:56,23/09/2021 14:03,23/09/2021 14:40,DD4 6BY
2388719,"Lochee Charging Hub, Aimer Square, Dundee",APT51547,rapid,3.66,00:13:38,23/09/2021 15:06,23/09/2021 15:20,DD2 3BH
2388729,"Queen Street Charging Hub, Dundee",APT51597,ac,3.754,01:02:17,23/09/2021 14:07,23/09/2021 15:10,DD5 2HD
2388763,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,16.035,00:28:34,23/09/2021 14:12,23/09/2021 14:41,DD2 3BH
2388817,"Queen Street Charging Hub, Dundee",51592,rapid,5.59,01:30:13,23/09/2021 15:19,23/09/2021 16:50,DD5 2HD
2388843,"Whitfield Centre, Lothian Crescent, Dundee",50263,ac,7.44,00:41:42,23/09/2021 14:24,24/09/2021 15:06,DD4 0HU
2388909,"Princes Street Charging Hub, Dundee",APT51422,rapid,16.582,,23/09/2021 14:35,23/09/2021 14:35,DD4 6BY
2388927,"Princes Street Charging Hub, Dundee",51421,rapid,44.84,01:14:14,23/09/2021 15:38,23/09/2021 16:52,DD4 6BY
2388944,"Princes Street Charging Hub, Dundee",APT51425,rapid,6.52,00:15:32,23/09/2021 15:41,23/09/2021 15:56,DD4 6BY
2388956,"Lochee Charging Hub, Aimer Square, Dundee",APT51547,rapid,25.067,00:39:31,23/09/2021 14:43,23/09/2021 15:22,DD2 3BH
2388969,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,3.627,00:06:14,23/09/2021 14:44,23/09/2021 14:50,DD2 3BH
2388992,"Queen Street Charging Hub, Dundee",APT51591,rapid,3.9,00:44:12,23/09/2021 15:48,23/09/2021 16:32,DD5 2HD
2389005,"Queen Street Charging Hub, Dundee",51599,ac,11.118,00:58:15,23/09/2021 14:50,23/09/2021 15:48,DD5 2HD
2389018,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,14.723,00:19:22,23/09/2021 14:52,23/09/2021 15:12,DD2 3BH
2389072,"Queen Street Charging Hub, Dundee",51595,rapid,9.575,00:25:04,23/09/2021 14:59,23/09/2021 15:24,DD5 2HD
2389091,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,2.2,00:28:02,23/09/2021 16:03,23/09/2021 16:31,DD2 3BH
2389092,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,14.07,00:29:14,23/09/2021 16:03,23/09/2021 16:32,DD2 3BH
2389097,South Tay Street (Car Club / Public),52567,ac,8.361,01:12:11,23/09/2021 15:04,23/09/2021 16:16,DD1 1PF
2389107,"Greenmarket Multi Storey Car Park, Dundee",APTCYCPIP-0039-13,ac,2.47,00:39:38,23/09/2021 15:05,23/09/2021 15:44,DD1 4BX
2389112,"Princes Street Charging Hub, Dundee",APT51423,rapid,8.04,00:17:44,23/09/2021 16:04,23/09/2021 16:22,DD4 6BY
2389125,South Tay Street (Car Club / Public),52567,ac,21.94,02:33:09,23/09/2021 16:08,23/09/2021 18:41,DD1 1PF
2389126,"Dock Street, Dundee",APT50910,ac,,00:00:53,23/09/2021 15:08,23/09/2021 15:09,DD1 3DP
2389133,"Dock Street, Dundee",APT50910,ac,,00:00:41,23/09/2021 15:09,23/09/2021 15:10,DD1 3DP
2389139,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,13.647,00:29:21,23/09/2021 15:10,23/09/2021 15:39,DD2 3BH
2389143,"Dock Street, Dundee",APT50910,ac,3.693,01:14:33,23/09/2021 15:11,23/09/2021 16:25,DD1 3DP
2389146,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,11.48,00:23:01,23/09/2021 16:12,23/09/2021 16:35,DD2 3BH
2389167,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,17.38,00:31:46,23/09/2021 16:15,23/09/2021 16:47,DD2 3BH
2389184,"Princes Street Charging Hub, Dundee",51426,rapid,34.34,01:24:30,23/09/2021 15:17,23/09/2021 16:41,DD4 6BY
2389237,"Lochee Charging Hub, Aimer Square, Dundee",APT51547,rapid,5.84,00:19:08,23/09/2021 16:27,23/09/2021 16:46,DD2 3BH
2389242,"Queen Street Charging Hub, Dundee",51595,rapid,20.089,00:37:40,23/09/2021 15:28,23/09/2021 16:05,DD5 2HD
2389247,"Dawson Park, Broughty Ferry",52665,ac,17.98,02:43:46,23/09/2021 15:29,23/09/2021 18:12,DD5 1PG
2389248,"Dundee Ice Arena, Dundee",50692,rapid,19,01:00:06,23/09/2021 16:29,23/09/2021 17:29,DD2 3QN
2389337,"Princes Street Charging Hub, Dundee",APT51423,rapid,2.69,00:09:31,23/09/2021 16:41,23/09/2021 16:50,DD4 6BY
2389373,"Princes Street Charging Hub, Dundee",APT51422,rapid,3.32,00:08:50,23/09/2021 16:47,23/09/2021 16:56,DD4 6BY
2389383,"Queen Street Charging Hub, Dundee",APT51597,ac,17.372,16:46:40,23/09/2021 15:48,24/09/2021 08:35,DD5 2HD
2389405,"Lochee Charging Hub, Aimer Square, Dundee",51586,ac,20.079,04:45:26,23/09/2021 15:51,23/09/2021 20:36,DD2 3BH
2389406,"Queen Street Charging Hub, Dundee",APT51596,rapid,2.68,00:04:40,23/09/2021 16:52,23/09/2021 16:56,DD5 2HD
2389425,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,6.84,00:14:55,23/09/2021 15:55,23/09/2021 16:10,DD2 3BH
2389456,"Princes Street Charging Hub, Dundee",APT51422,rapid,24.16,00:30:28,23/09/2021 17:01,23/09/2021 17:31,DD4 6BY
2389477,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,1.93,00:24:07,23/09/2021 17:05,23/09/2021 17:29,DD2 3BH
2389510,"Princes Street Charging Hub, Dundee",APT51423,rapid,11.09,00:22:09,23/09/2021 17:11,23/09/2021 17:33,DD4 6BY
2389529,"Princes Street Charging Hub, Dundee",51421,rapid,4.133,00:36:29,23/09/2021 16:15,23/09/2021 16:52,DD4 6BY
2389550,"Dundee Taybridge Rail Station, South Union Street, Dundee",APT50348,ac,4.43,00:22:27,23/09/2021 17:18,23/09/2021 17:41,
2389554,"Lochee Charging Hub, Aimer Square, Dundee",APT51547,rapid,11.128,00:22:24,23/09/2021 16:18,23/09/2021 16:41,DD2 3BH
2389584,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,9.92,00:58:46,23/09/2021 17:25,23/09/2021 18:24,DD2 3BH
2389601,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,1.705,00:04:52,23/09/2021 16:27,23/09/2021 16:32,DD2 3BH
2389604,"Queen Street Charging Hub, Dundee",51595,rapid,40.204,01:30:39,23/09/2021 16:27,23/09/2021 17:58,DD5 2HD
2389644,"Princes Street Charging Hub, Dundee",APT51425,rapid,10.35,00:25:21,23/09/2021 17:33,23/09/2021 17:58,DD4 6BY
2389677,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,18.68,00:37:22,23/09/2021 17:38,23/09/2021 18:15,DD2 3BH
